method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
GET,b'/Mod_Rewrite_Shop/RateProduct-3.html',b'',0,0,0,0,0,0,good
GET,b'/Mod_Rewrite_Shop/buy.php',b'',0,0,0,0,0,0,good
GET,b'/Mod_Rewrite_Shop/details.php',b'',0,0,0,0,0,0,good
GET,b'/Mod_Rewrite_Shop/images/',b'',0,0,0,0,0,0,good
GET,b'/Mod_Rewrite_Shop/index.php',b'',0,0,0,0,0,0,good
GET,b'/Mod_Rewrite_Shop/rate.php',b'',0,0,0,0,0,0,good
GET,b'/Templates/',b'',0,0,0,0,0,0,good
GET,b'/Templates/main_dynamic_template.dwt.php',b'',0,0,0,0,0,0,good
GET,b'/_mmServerScripts/',b'',0,0,0,0,0,0,good
GET,b'/_mmServerScripts/MMHTTPDB.php',b'',0,0,0,0,0,0,good
GET,b'/_mmServerScripts/mysql.php',b'',0,0,0,0,0,0,good
GET,b'/admin/',b'',0,0,0,0,0,0,good
GET,b'/admin/create.sql',b'',0,0,0,0,0,0,good
GET,b'/artists.php',b'',0,0,0,0,0,0,good
GET,b'/bxss/',b'',0,0,0,0,0,0,good
GET,b'/bxss/adminPan3l/',b'',0,0,0,0,0,0,good
GET,b'/bxss/adminPan3l/index.php',b'',0,0,0,0,0,0,good
GET,b'/bxss/cleanDatabase.php',b'',0,0,0,0,0,0,good
GET,b'/bxss/database_connect.php',b'',0,0,0,0,0,0,good
GET,b'/bxss/index.php',b'',0,0,0,0,0,0,good
GET,b'/bxss/test.js',b'',0,0,0,0,0,0,good
GET,b'/bxss/vuln.php',b'',0,0,0,0,0,0,good
GET,b'/cart.php',b'',0,0,0,0,0,0,good
GET,b'/categories.php',b'',0,0,0,0,0,0,good
GET,b'/cgi-bin/le_check_v3.exe',b'',0,0,0,0,0,0,good
GET,b'/clientaccesspolicy.xml',b'',0,0,0,0,0,0,good
GET,b'/crossdomain.xml',b'',0,0,0,0,0,0,good
GET,b'/database_connect.php',b'',0,0,0,0,0,0,good
GET,b'/disclaimer.php',b'',0,0,0,0,0,0,good
GET,b'/guestbook.php',b'',0,0,0,0,0,0,good
GET,b'/hpp/',b'',0,0,0,0,0,0,good
GET,b'/hpp/index.php',b'',0,0,0,0,0,0,good
GET,b'/hpp/params.php',b'',0,0,0,0,0,0,good
GET,b'/hpp/test.php',b'',0,0,0,0,0,0,good
GET,b'/images/',b'',0,0,0,0,0,0,good
GET,b'/index.bak',b'',0,0,0,0,0,0,good
GET,b'/index.php',b'',0,0,0,0,0,0,good
GET,b'/listproducts.php',b'',0,0,0,0,0,0,good
GET,b'/login.php',b'',0,0,0,0,0,0,good
GET,b'/logout.php',b'',0,0,0,0,0,0,good
GET,b'/pictures/',b'',0,0,0,0,0,0,good
GET,b'/pictures/WS_FTP.LOG',b'',0,0,0,0,0,0,good
GET,b'/pictures/credentials.txt',b'',0,0,0,0,0,0,good
GET,b'/pictures/ipaddresses.txt',b'',0,0,0,0,0,0,good
GET,b'/pictures/path-disclosure-unix.html',b'',0,0,0,0,0,0,good
GET,b'/pictures/path-disclosure-win.html',b'',0,0,0,0,0,0,good
GET,b'/pictures/wp-config.bak',b'',0,0,0,0,0,0,good
GET,b'/product.php',b'',0,0,0,0,0,0,good
GET,b'/search.php',b'',0,0,0,0,0,0,good
GET,b'/secured/',b'',0,0,0,0,0,0,good
GET,b'/secured/database_connect.php',b'',0,0,0,0,0,0,good
GET,b'/secured/index.php',b'',0,0,0,0,0,0,good
GET,b'/secured/newuser.php',b'',0,0,0,0,0,0,good
GET,b'/secured/office.htm',b'',0,0,0,0,0,0,good
GET,b'/secured/phpinfo.php',b'',0,0,0,0,0,0,good
GET,b'/sendcommand.php',b'',0,0,0,0,0,0,good
GET,b'/showimage.php',b'',0,0,0,0,0,0,good
GET,b'/signup.php',b'',0,0,0,0,0,0,good
GET,b'/vendor/',b'',0,0,0,0,0,0,good
GET,b'/vendor/installed.json',b'',0,0,0,0,0,0,good
GET,b'/wvstests/',b'',0,0,0,0,0,0,good
GET,b'/wvstests/pmwiki_2_1_19/',b'',0,0,0,0,0,0,good
GET,b'/wvstests/pmwiki_2_1_19/scripts/',b'',0,0,0,0,0,0,good
GET,b'/wvstests/pmwiki_2_1_19/scripts/version.php',b'',0,0,0,0,0,0,good
GET,b'/.idea',b'',0,0,0,0,0,0,good
GET,b'/.idea/scopes',b'',0,0,0,0,0,0,good
GET,b'/AJAX',b'',0,0,0,0,0,0,good
GET,b'/CVS',b'',0,0,0,0,0,0,good
GET,b'/Connections',b'',0,0,0,0,0,0,good
GET,b'/Flash',b'',0,0,0,0,0,0,good
GET,b'/Mod_Rewrite_Shop',b'',0,0,0,0,0,0,good
GET,b'/Mod_Rewrite_Shop/images',b'',0,0,0,0,0,0,good
GET,b'/Templates',b'',0,0,0,0,0,0,good
GET,b'/_mmServerScripts',b'',0,0,0,0,0,0,good
GET,b'/adm1nPan3l',b'',0,0,0,0,0,0,good
GET,b'/admin',b'',0,0,0,0,0,0,good
GET,b'/bxss',b'',0,0,0,0,0,0,good
GET,b'/bxss/adminPan3l',b'',0,0,0,0,0,0,good
GET,b'/hpp',b'',0,0,0,0,0,0,good
GET,b'/images',b'',0,0,0,0,0,0,good
GET,b'/pictures',b'',0,0,0,0,0,0,good
GET,b'/secured',b'',0,0,0,0,0,0,good
GET,b'/vendor',b'',0,0,0,0,0,0,good
GET,b'/wvstests',b'',0,0,0,0,0,0,good
GET,b'/wvstests/pmwiki_2_1_19',b'',0,0,0,0,0,0,good
GET,b'/wvstests/pmwiki_2_1_19/scripts',b'',0,0,0,0,0,0,good
GET,b'/adm1nPan3l/',b'',0,0,0,0,0,0,good
GET,b'/adm1nPan3l/index.php',b'',0,0,0,0,0,0,good
GET,b'/comment.php',b'',0,0,0,0,0,0,good
GET,b'/redir.php',b'',0,0,0,0,0,0,good
GET,b'/userinfo.php',b'',0,0,0,0,0,0,good
GET,b'/AJAX/infoartist.php?id=1',b'',0,0,0,0,0,0,good
GET,b'/AJAX/infoartist.php?id=2',b'',0,0,0,0,0,0,good
GET,b'/AJAX/infoartist.php?id=3',b'',0,0,0,0,0,0,good
GET,b'/AJAX/infocateg.php?id=1',b'',0,0,0,0,0,0,good
GET,b'/AJAX/infocateg.php?id=2',b'',0,0,0,0,0,0,good
GET,b'/AJAX/infocateg.php?id=3',b'',0,0,0,0,0,0,good
GET,b'/AJAX/infocateg.php?id=4',b'',0,0,0,0,0,0,good
POST,b'/AJAX/infotitle.php',b'id=1',0,0,0,0,0,0,good
POST,b'/AJAX/infotitle.php',b'id=2',0,0,0,0,0,0,good
POST,b'/AJAX/infotitle.php',b'id=3',0,0,0,0,0,0,good
POST,b'/AJAX/infotitle.php',b'id=4',0,0,0,0,0,0,good
POST,b'/AJAX/infotitle.php',b'id=5',0,0,0,0,0,0,good
POST,b'/AJAX/infotitle.php',b'id=6',0,0,0,0,0,0,good
POST,b'/AJAX/infotitle.php',b'id=7',0,0,0,0,0,0,good
POST,b'/AJAX/showxml.php',"b'<xml><node name=""nodename1"">nodetext1</node><node name=""nodename2"">nodetext2</node></xml>'",0,4,0,0,2,0,good
GET,b'/artists.php?artist=1',b'',0,0,0,0,0,0,good
GET,b'/artists.php?artist=2',b'',0,0,0,0,0,0,good
GET,b'/artists.php?artist=3',b'',0,0,0,0,0,0,good
GET,b'/bxss/vuln.php?id=1',b'',0,0,0,0,0,0,good
POST,b'/cart.php',b'addcart=1&price=500',0,0,0,0,0,0,good
POST,b'/cart.php',b'addcart=2&price=800',0,0,0,0,0,0,good
POST,b'/cart.php',b'addcart=3&price=986',0,0,0,0,0,0,good
POST,b'/guestbook.php',b'submit=add%20message&name=anonymous%20user&text=1',0,0,0,0,2,0,good
GET,b'/hpp/?pp=12',b'',0,0,0,0,0,0,good
GET,b'/hpp/index.php?pp=12',b'',0,0,0,0,0,0,good
GET,b'/hpp/params.php?aaaa=',b'',0,0,0,0,0,0,good
GET,b'/hpp/params.php?p=valid&pp=12',b'',0,0,0,0,0,0,good
GET,b'/listproducts.php?artist=1',b'',0,0,0,0,0,0,good
GET,b'/listproducts.php?artist=2',b'',0,0,0,0,0,0,good
GET,b'/listproducts.php?artist=3',b'',0,0,0,0,0,0,good
GET,b'/listproducts.php?cat=1',b'',0,0,0,0,0,0,good
GET,b'/listproducts.php?cat=2',b'',0,0,0,0,0,0,good
GET,b'/listproducts.php?cat=4',b'',0,0,0,0,0,0,good
GET,b'/product.php?pic=1',b'',0,0,0,0,0,0,good
GET,b'/product.php?pic=2',b'',0,0,0,0,0,0,good
GET,b'/product.php?pic=3',b'',0,0,0,0,0,0,good
POST,b'/search.php?test=query',b'goButton=go&searchFor=',0,0,0,0,0,0,good
POST,b'/search.php?test=query',b'goButton=go&searchFor=the',0,0,0,0,0,0,good
POST,b'/secured/newuser.php',b'signup=signup&uaddress=3137%20Laguna%20Street&ucc=4111111111111111&uemail=sample%40email.tst&upass=g00dPa%24%24w0rD&upass2=g00dPa%24%24w0rD&uphone=555-666-0606&urname=wabweamw&uuname=lwsajbes',0,0,0,0,2,1,good
GET,b'/secured/phpinfo.php?=PHPB8B5F2A0-3C92-11d3-A3A9-4C7B08C10000',b'',0,0,0,0,0,0,good
GET,b'/secured/phpinfo.php?=PHPE9568F34-D428-11d2-A769-00AA001ACF42',b'',0,0,0,0,0,0,good
GET,b'/secured/phpinfo.php?=PHPE9568F35-D428-11d2-A769-00AA001ACF42',b'',0,0,0,0,0,0,good
POST,b'/comment.php',b'Submit=Submit&comment=1&name=<your%20name%20here>&phpaction=echo%20%24_POST[comment];',0,0,0,0,3,0,good
GET,b'/comment.php?aid=1',b'',0,0,0,0,0,0,good
GET,b'/comment.php?aid=2',b'',0,0,0,0,0,0,good
GET,b'/comment.php?aid=3',b'',0,0,0,0,0,0,good
GET,b'/comment.php?pid=1',b'',0,0,0,0,0,0,good
GET,b'/comment.php?pid=2',b'',0,0,0,0,0,0,good
GET,b'/comment.php?pid=3',b'',0,0,0,0,0,0,good
GET,b'/comment.php?pid=4',b'',0,0,0,0,0,0,good
GET,b'/comment.php?pid=5',b'',0,0,0,0,0,0,good
GET,b'/comment.php?pid=6',b'',0,0,0,0,0,0,good
GET,b'/comment.php?pid=7',b'',0,0,0,0,0,0,good
GET,b'/redir.php?r=http://www.eclectasy.com/Fractal-Explorer/index.html',b'',0,0,0,0,0,0,good
POST,b'/userinfo.php',b'pass=g00dPa%24%24w0rD&uname=uvhiwqyg',0,0,0,0,0,1,good
